product id,name,slot,paint,certification,certification value,certification label,quality,crate,tradeable,amount,instanceid,specialedition,blueprint item id, blueprint item, blueprint cost
165,Côte d'Ivoire,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
166,Jamaica,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
167,Japan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
168,Kenya,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
169,Luxembourg,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
170,Malaysia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
171,Malta,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
172,Mexico,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
173,Netherlands,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
174,New Zealand,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
175,Nicaragua,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
176,Nigeria,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
177,Northern Ireland,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
178,Norway,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
179,Pakistan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
180,Panama,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
181,Peru,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
182,Philippines,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
183,Poland,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
184,Portugal,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
185,Romania,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
186,Russia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
187,Scotland,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
188,Senegal,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
189,Serbia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
190,Singapore,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
191,Slovakia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
192,Slovenia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
193,South Africa,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
194,South Korea,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
195,Spain,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
196,Sweden,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
197,Switzerland,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
199,Thailand,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
200,Tunisia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
201,Turkey,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
202,United Arab Emirates,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
203,United Kingdom,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
204,Ukraine,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
205,Uruguay,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
206,United States,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
207,Venezuela,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
208,Vietnam,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
209,Wales,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
210,Yemen,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
265,International Flags,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
270,Glossy,Paint Finish,none,none,0,none,Common,,false,1,0,none,0,,0
288,Backfire: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
289,Backfire: Lightning,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
290,Backfire: Skulls,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
291,Backfire: Stars,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
292,Backfire: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
293,Backfire: Tech,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
294,Backfire: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
295,Breakout: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
296,Breakout: Lightning,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
297,Breakout: Skulls,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
298,Breakout: Stars,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
299,Breakout: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
300,Breakout: Tech,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
301,Breakout: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
302,Octane: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
303,Octane: Lightning,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
304,Octane: Skulls,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
305,Octane: Stars,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
306,Octane: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
307,Octane: Tech,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
308,Octane: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
309,Paladin: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
310,Paladin: Lightning,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
311,Paladin: Skulls,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
312,Paladin: Stars,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
313,Paladin: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
314,Paladin: Tech,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
315,Paladin: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
316,Road Hog: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
317,Road Hog: Lightning,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
318,Road Hog: Skulls,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
319,Road Hog: Stars,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
320,Road Hog: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
321,Road Hog: Tech,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
322,Road Hog: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
323,Gizmo: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
324,Gizmo: Lightning,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
325,Gizmo: Skulls,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
326,Gizmo: Stars,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
327,Gizmo: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
328,Gizmo: Tech,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
329,Gizmo: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
330,X-Devil: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
331,X-Devil: Lightning,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
332,X-Devil: Skulls,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
333,X-Devil: Stars,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
334,X-Devil: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
335,X-Devil: Tech,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
336,X-Devil: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
337,Hotshot: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
338,Hotshot: Lightning,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
339,Hotshot: Skulls,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
340,Hotshot: Stars,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
341,Hotshot: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
342,Hotshot: Tech,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
343,Hotshot: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
344,Merc: Dots,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
345,Merc: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
346,Merc: Lightning,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
347,Merc: Skulls,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
348,Merc: Stars,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
349,Merc: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
350,Merc: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
351,Venom: Dots,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
352,Venom: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
353,Venom: Lightning,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
354,Venom: Skulls,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
355,Venom: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
356,Venom: Tagged,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
357,Venom: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
376,OEM,Wheels,none,none,0,none,Common,,false,1,0,none,0,,0
389,Sri Lanka,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
407,Afghanistan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
408,Albania,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
409,American Samoa,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
410,Angola,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
411,Armenia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
412,Azerbaijan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
413,Bangladesh,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
414,Belarus,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
415,Benin,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
416,Bolivia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
417,Burkina Faso,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
418,Burma,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
419,Burundi,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
420,Cambodia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
422,Chad,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
423,Congo DR,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
424,Cuba,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
425,Dominican Republic,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
426,Egypt,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
427,Eritrea,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
428,Estonia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
429,Ethiopia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
430,Gabon,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
431,Georgia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
432,Guam,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
433,Haiti,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
434,Iraq,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
435,Jordan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
436,Kazakhstan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
437,Kuwait,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
438,Kyrgyzstan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
439,Laos,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
440,Latvia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
441,Lebanon,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
442,Liberia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
443,Libya,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
444,Lithuania,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
445,Macedonia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
446,Madagascar,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
447,Malawi,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
448,Mali,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
449,Mauritania,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
450,Moldova,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
451,Mongolia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
452,Montenegro,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
453,Morocco,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
454,Mozambique,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
456,North Mariana Islands,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
457,Namibia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
458,Nepal,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
459,Republic of Niger,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
460,North Korea,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
461,Oman,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
462,Palestine,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
463,Papua New Guinea,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
464,Paraguay,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
465,Puerto Rico,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
466,Qatar,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
467,Rwanda,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
468,Saudi Arabia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
469,Sierra Leone,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
470,Somalia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
471,South Sudan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
472,Sudan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
473,Syria,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
474,Tajikistan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
475,Tanzania,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
476,Togo,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
477,Trinidad and Tobago,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
478,Turkmenistan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
479,Uganda,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
480,US Virgin Islands,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
481,Uzbekistan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
482,Zambia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
483,Zimbabwe,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
496,Community Flags,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
497,Takumi: Copycat,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
498,Takumi: Reiko,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
499,Takumi: Gaki,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
501,Takumi: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
502,Takumi: Crazy-8,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
503,Takumi: Chaser,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
504,Dominus: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
506,Dominus: Scorpions,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
507,Dominus: Skulls,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
508,Dominus: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
509,Dominus: Tats,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
510,Dominus: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
520,Central Africa Republic,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
543,Video Games,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
550,Bahrain,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
551,Belize,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
552,Bhutan,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
553,Botswana,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
554,Comoros,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
555,Djibouti,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
556,East Timor,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
557,Fiji,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
558,Gambia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
559,Guinea Bissau,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
560,Guyana,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
561,Kosovo,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
562,Lesotho,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
563,Macau,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
564,Mauritius,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
565,Puntland,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
566,Réunion,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
567,Solomon Islands,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
568,Somaliland,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
569,Suriname,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
570,Swaziland,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
571,Western Sahara,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
581,Zippy: Hearts,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
582,Zippy: Tiger,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
583,Zippy: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
584,Zippy: Leopard,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
585,Scarab: Bomani,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
586,Scarab: Hearts,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
587,Scarab: Tiger,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
588,Scarab: Tribal,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
589,Zippy: Caboodle,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
590,Zippy: Callous,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
591,Scarab: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
592,Scarab: Derby Girl,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
609,DeLorean Time Machine,Wheels,none,none,0,none,Common,,false,1,0,none,0,,0
623,Stainless Steel,Paint Finish,none,none,0,none,Common,,false,1,0,none,0,,0
626,OutaTime,Rocket Boost,none,none,0,none,Common,,false,1,0,none,0,,0
669,Ripper: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
670,Ripper: Shot Fox,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
671,Ripper: Spikes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
672,Ripper: Tribal,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
674,Grog: Bomber,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
675,Grog: Lepus,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
687,Grog: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
694,Grog: Cyclops,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
695,Grog: Tagged,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
696,Grog: Tribal,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
700,Ripper: Ockie,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
701,Ripper: Bomber,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
730,Tonga,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
830,Andorra,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
831,Anguilla,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
832,Antigua & Barbuda,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
833,Aruba,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
834,Bahamas,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
835,Barbados,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
836,Bermuda,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
837,British Virgin Islands,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
838,Cayman Islands,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
839,Cook Islands,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
840,Curacao,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
841,Dominica,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
842,Falkland Islands,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
843,Faroe Islands,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
844,Gibraltar,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
845,Isle Of Man,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
846,Kiribati,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
847,Maldives,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
848,Marshall Islands,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
849,Micronesia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
850,New Caledonia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
851,Palau,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
852,Saint Kitts & Nevis,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
853,Saint Lucia,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
854,Saint Vincent,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
855,Samoa,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
856,San Marino,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
857,Sao Tome,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
858,Seychelles,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
859,Tahiti,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
860,Turks & Caicos,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
861,Vanuatu,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
862,Vatican City,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
863,Grenada,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
864,Montserrat,Antenna,none,none,0,none,Common,,false,1,0,none,0,,0
868,Batmobile (2016),Rocket Boost,none,none,0,none,Common,,false,1,0,none,0,,0
874,Batmobile (2016),Wheels,none,none,0,none,Common,,false,1,0,none,0,,0
1030,Dominus GT: Flames,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1032,Dominus GT: Protractor,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1034,Dominus GT: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1035,Dominus GT: Sunburst,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1036,Dominus GT: Techno,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1037,Dominus GT: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1160,X-Devil Mk2: X,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1163,X-Devil Mk2: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1164,X-Devil Mk2: Debugged,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1165,X-Devil Mk2: Wings,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1167,X-Devil Mk2: Hyper,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1168,X-Devil Mk2: Stars,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1173,Masamune: Wildfire,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1174,Masamune: Stars,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
1175,Masamune: Stripes,Decal,none,none,0,none,Common,,false,1,0,none,0,,0
